390328	1	-2
390339	1	-1
390354	2	-2
390464	1	-1
390506	2	-4
392131	1	-2
392149	1	-1
392169	1	-2
392355	1	-1
393836	2	-2
1848268	1	-1
1890947	1	-1
3657238	1	-1
3932024	1	-2
3649932	1	-2
3930099	1	-1
4062274	1	-1
4071803	1	-1
1889488	1	-2
1890415	1	-1
4097188	2	-1
4095640	1	-1
4058730	3	-1
4056938	1	-1
4056930	1	-1
4039184	1	-1
4063186	1	-2
4051944	1	-1
3630529	1	-1
4151608	2	-2
3718660	1	-1
3587854	3	-1
4039335	1	-1
4039765	2	-1
3587868	3	-1
4150434	1	-1
4030291	3	-2
4020442	1	-3
4030432	1	-1
2729204	1	-1
3984829	1	-1
4030304	1	-1
4012545	2	-1
3984764	2	-1
3935882	1	-1
3930055	1	-1
2206427	1	-2
910581	2	-2
910572	3	-1
4042450	1	-1
3898976	1	-1
3899181	1	-2
1814132	1	-1
893309	1	-2
1837343	1	-1
1837293	1	-1
1183087	1	-1
1182869	1	-1
484466	1	-1
192550	2	-1
204058	1	-1
203960	1	-3
2577591	1	-1
484411	1	-1
1183083	1	-1
1182865	1	-3
1183137	1	-1
1164016	2	-2
1166253	1	-1
1181237	1	-1
1027712	1	-1
1026721	1	-1
873620	1	-4
3286107	2	-1
873610	1	-1
2357949	2	-1
873945	2	-1
868843	1	-1
870673	1	-1
868934	2	-1
530138	1	-1
533037	2	-1
4082814	1	-1
4082830	2	-1
4085358	1	-1
4082890	1	-1
4073103	1	-1
4088239	2	-1
647536	1	-1
647955	1	-1
2595370	2	-2
4061717	2	-1
4025496	1	-1
4191100	1	-1
2200725	1	-1
2200811	1	-2
4006179	1	-1
4006720	2	-3
1808228	1	-1
1732682	1	-2
3928690	1	-1
3928799	3	-3
3928809	1	-1
3928882	1	-1
3928904	2	-1
3925572	1	-1
3913745	1	-1
3954419	1	-2
3963361	2	-1
3912161	1	-1
3907127	1	-1
3893606	1	-1
3893645	1	-2
3893673	1	-2
3893709	1	-1
3893727	1	-1
3894590	1	-1
3894594	2	-2
3894703	1	-2
3333531	2	-1
3869392	1	-1
3334019	2	-1
3285281	3	-1
3286135	1	-1
3286686	1	-2
3286808	1	-1
3286776	1	-1
3288914	1	-1
3146118	2	-2
3146146	1	-1
3146138	1	-1
3146309	1	-2
3146335	1	-1
3163179	2	-3
2416757	1	-1
2420334	1	-1
2418689	1	-2
3871318	1	-2
3892944	3	-1
3892780	1	-1
3893120	1	-1
475905	1	-2
2415687	2	-4
2411114	1	-2
2413742	1	-2
2415975	1	-3
2416006	1	-3
2416096	1	-3
2416450	1	-4
2418616	1	-4
2393830	1	-1
2398678	2	-1
2383959	1	-1
2379294	2	-1
2386856	2	-2
2387331	2	-1
2387964	1	-1
2387985	1	-2
2388037	2	-1
2388200	1	-2
2391026	1	-1
2390066	2	-1
2367210	1	-2
2367219	1	-1
1226690	2	-1
2360711	1	-1
2360712	2	-1
2360716	1	-2
2366324	1	-2
2360803	1	-1
2358716	1	-2
2358705	1	-2
2359874	1	-1
2359984	1	-2
2359974	1	-1
2359997	1	-1
3605761	1	-1
2360372	2	-1
3612159	1	-1
3612972	2	-1
3611853	1	-1
3626818	1	-1
3628356	2	-1
3628330	2	-1
3627958	2	-1
3628371	1	-2
3620316	2	-1
3620247	2	-1
3628382	1	-1
3626283	1	-1
3644647	1	-1
3644762	1	-1
3657537	1	-1
1193904	1	-1
1194153	1	-1
1194197	1	-1
1197099	1	-2
1194246	2	-1
1197111	1	-2
1197186	2	-1
1197146	2	-1
3584539	2	-3
3584472	2	-1
3584653	2	-4
3584880	2	-3
3584810	2	-2
3584898	1	-2
3586632	1	-1
402731	1	-1
402765	1	-1
403260	1	-1
404009	2	-2
404314	3	-1
405167	1	-1
4093008	1	-1
4093007	1	-1
4097967	1	-2
2112538	1	-1
3782965	1	-1
2116983	1	-1
2112543	1	-1
2121314	1	-3
2124756	1	-1
2126840	1	-1
2129272	1	-1
2139574	1	-1
2149092	2	-1
3759583	1	-1
2047257	2	-3
2062544	2	-1
2107401	1	-1
376374	1	-1
377784	1	-2
378537	3	-2
3756032	1	-1
3295365	2	-1
3291439	1	-1
3295642	2	-1
3754844	1	-1
351581	2	-1
2188927	1	-1
2194938	1	-1
858517	1	-1
867608	1	-1
855522	2	-1
855602	1	-1
795200	1	-1
3176236	1	-1
3154289	1	-1
3154321	2	-2
3154380	1	-1
3156072	2	-2
3693063	1	-2
3693002	1	-1
3052889	1	-2
3989937	1	-1
3052968	1	-3
3693013	2	-1
3990961	2	-1
3693019	2	-2
3693573	2	-1
4144131	1	-1
4144398	1	-1
4144733	1	-2
4144438	2	-1
2119958	2	-4
4144865	1	-1
4145063	3	-1
4144918	1	-3
4144971	1	-1
4145081	2	-2
4145191	1	-1
4146722	1	-3
4146997	3	-1
4150352	3	-1
4147016	1	-1
4149304	1	-2
4150636	1	-1
4150793	1	-2
4150842	1	-2
4151132	2	-1
4151118	1	-1
3678874	1	-1
3031975	1	-2
3671150	1	-1
3671187	2	-2
1941022	1	-1
3671198	1	-1
1959619	1	-1
3671066	1	-1
1938449	1	-1
1936181	2	-1
1941079	1	-1
1941181	2	-1
3971110	1	-2
3976586	1	-2
3980700	1	-3
1922686	1	-1
3671109	1	-1
3671120	1	-1
3671324	2	-1
3404384	1	-1
2969168	2	-1
2969204	1	-3
2969246	2	-1
2969257	1	-1
2969275	2	-2
1917018	3	-1
1917189	1	-1
1971084	1	-1
1972104	1	-1
1972190	2	-3
2969255	1	-1
1906821	1	-1
2970091	2	-1
3664724	2	-1
3663475	1	-1
3663678	2	-1
3663707	1	-1
3049686	1	-1
3049664	2	-1
3049868	1	-1
44978	1	-1
3066618	1	-2
43374	2	-1
3656049	1	-1
3660469	2	-1
1871919	2	-1
2936712	2	-1
2936763	1	-1
2936789	1	-2
2936894	1	-1
2937153	1	-2
2937240	2	-1
2937263	1	-1
2937303	2	-3
2937334	1	-1
2937401	1	-3
2937360	1	-3
2937497	2	-2
2937757	1	-1
1859789	1	-3
1859834	1	-1
1860014	3	-1
1893039	3	-1
2922096	2	-2
2922765	1	-1
2922804	2	-1
40136	1	-1
40173	2	-4
3942704	2	-1
3651043	1	-1
3942798	1	-1
3942726	1	-1
3942848	3	-1
3642809	1	-1
2884028	1	-1
3642825	2	-3
1856678	1	-1
1858830	1	-1
1859048	1	-1
1859057	1	-1
1859064	1	-1
3636595	1	-1
3639078	1	-1
3632251	1	-1
3635817	1	-1
1213948	3	-1
