"5"	3	-2
"12"	1	-3
"14"	1	-2
"37"	1	-1
"44"	2	-4
"45"	3	-3
"52"	1	-2
"55"	2	-2
"56"	3	-1
"58"	1	-1
"60"	1	-1
"62"	2	-2
"63"	2	-1
"76"	2	-2
"91"	2	-1
"97"	1	-2
"102"	1	-1
"129"	1	-2
"141"	2	-2
"144"	1	-1
"148"	1	-1
"151"	2	-1
"152"	2	-1
"155"	2	-2
"157"	2	-3
"158"	2	-2
"160"	2	-2
"165"	2	-2
"174"	2	-1
"175"	1	-2
"181"	1	-1
"187"	2	-3
"200"	2	-2
"202"	2	-1
"210"	2	-1
"212"	3	-4
"219"	1	-1
"227"	2	-1
"229"	1	-2
"230"	2	-1
"231"	3	-3
"233"	1	-1
"234"	3	-3
"235"	2	-3
"236"	2	-2
"240"	2	-2
"241"	1	-2
"249"	2	-2
"252"	3	-3
"255"	2	-1
"259"	1	-1
"261"	1	-2
"263"	3	-3
"265"	1	-1
"271"	2	-4
"283"	1	-2
"289"	2	-4
"291"	2	-3
"305"	2	-3
"306"	1	-1
"331"	2	-2
"342"	3	-2
"355"	1	-3
"359"	3	-2
"362"	2	-1
"365"	2	-1
"375"	2	-2
"390"	1	-1
"393"	2	-2
"400"	1	-1
"401"	2	-4
"406"	1	-2
"409"	2	-2
"412"	1	-1
"426"	3	-1
"432"	2	-2
"436"	2	-1
"437"	2	-2
"438"	1	-2
"439"	3	-2
"446"	1	-1
"448"	2	-2
"451"	2	-2
"457"	2	-2
"459"	1	-1
"461"	3	-2
"464"	2	-1
"465"	3	-2
"472"	1	-2
"479"	3	-2
"480"	2	-2
"491"	1	-3
"500"	2	-2
"528"	1	-3
"537"	1	-1
"544"	2	-1
"573"	1	-1
"586"	1	-1
"588"	1	-1
"590"	1	-1
"602"	2	-1
"612"	2	-1
"619"	1	-1
"625"	2	-1
"629"	3	-4
"638"	2	-2
"655"	3	-3
"669"	1	-1
"674"	2	-1
"693"	1	-3
"720"	1	-1
"726"	2	-1
"749"	3	-3
"760"	1	-1
"764"	2	-2
"779"	1	-2
"793"	2	-2
"798"	1	-1
"816"	2	-3
"819"	2	-2
"820"	2	-2
"845"	2	-2
"886"	1	-2
"891"	2	-1
"893"	1	-1
"957"	2	-1
"958"	2	-4
"964"	2	-1
"968"	2	-2
"979"	1	-1
"986"	2	-1
"997"	1	-1
"1003"	3	-2
"1006"	1	-1
"1012"	1	-2
"1016"	1	-2
"1023"	1	-4
"1037"	2	-2
"1049"	1	-1
"1052"	2	-2
"1054"	3	-2
"1077"	2	-2
"1291"	2	-2
"1312"	2	-1
"1318"	1	-1
"1320"	1	-1
"1374"	2	-2
"1395"	2	-2
"1397"	1	-2
"1401"	2	-3
"1407"	1	-1
"1413"	1	-1
"1447"	2	-4
"1457"	2	-2
"1458"	2	-3
"1461"	1	-3
"1474"	2	-4
"1478"	1	-1
"1483"	1	-2
"1493"	1	-2
"1518"	1	-1
"1535"	3	-2
"1536"	1	-2
"1540"	1	-2
"1542"	1	-1
"1559"	3	-1
"1565"	2	-2
"1570"	2	-1
"1581"	2	-2
"1587"	2	-2
"1608"	1	-2
"1619"	2	-1
"1648"	2	-2
"1649"	2	-3
"1667"	3	-2
"1730"	1	-1
"1732"	3	-2
"1735"	1	-2
"1757"	1	-2
